,Rk,Team,FG%,FT%,3PM,REB,AST,STL,BLK,TO,PTS,GP,MOVES,date,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1
958,13,,0.4056,0.736,37,189,100,25,17,55,447,,,2020-12-30,841.0,724.0,633.0,516.0,49.0,12.0,,,
959,13,,0.4056,0.736,37,189,100,25,17,55,447,,,2020-12-30,842.0,725.0,634.0,517.0,452.0,47.0,12.0,,
960,13,,0.4056,0.736,37,189,100,25,17,55,447,,,2020-12-30,843.0,726.0,635.0,518.0,453.0,388.0,43.0,12.0,
961,13,,0.4056,0.736,37,189,100,25,17,55,447,,,2020-12-30,844.0,727.0,636.0,519.0,454.0,389.0,311.0,43.0,12.0
298,1,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2020-12-31,0.0,,,,,,,,
962,1,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2020-12-31,263.0,0.0,,,,,,,
963,1,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2020-12-31,845.0,228.0,0.0,,,,,,
964,1,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2020-12-31,846.0,728.0,207.0,0.0,,,,,
965,1,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2020-12-31,847.0,729.0,637.0,172.0,0.0,,,,
966,1,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2020-12-31,848.0,730.0,638.0,520.0,165.0,0.0,,,
967,1,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2020-12-31,849.0,731.0,639.0,521.0,455.0,158.0,0.0,,
968,1,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2020-12-31,850.0,732.0,640.0,522.0,456.0,390.0,144.0,0.0,
969,1,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2020-12-31,851.0,733.0,641.0,523.0,457.0,391.0,312.0,144.0,0.0
214,2,,0.4531,0.7571,86,275,152,52,47,92,790,49.0,2.0,2020-12-31,1.0,,,,,,,,
970,2,,0.4531,0.7571,86,275,152,52,47,92,790,49.0,2.0,2020-12-31,189.0,1.0,,,,,,,
971,2,,0.4531,0.7571,86,275,152,52,47,92,790,49.0,2.0,2020-12-31,852.0,164.0,1.0,,,,,,
972,2,,0.4531,0.7571,86,275,152,52,47,92,790,49.0,2.0,2020-12-31,853.0,734.0,149.0,1.0,,,,,
973,2,,0.4531,0.7571,86,275,152,52,47,92,790,49.0,2.0,2020-12-31,854.0,735.0,642.0,124.0,1.0,,,,
974,2,,0.4531,0.7571,86,275,152,52,47,92,790,49.0,2.0,2020-12-31,855.0,736.0,643.0,524.0,119.0,1.0,,,
975,2,,0.4531,0.7571,86,275,152,52,47,92,790,49.0,2.0,2020-12-31,856.0,737.0,644.0,525.0,458.0,114.0,1.0,,
976,2,,0.4531,0.7571,86,275,152,52,47,92,790,49.0,2.0,2020-12-31,857.0,738.0,645.0,526.0,459.0,392.0,104.0,1.0,
977,2,,0.4531,0.7571,86,275,152,52,47,92,790,49.0,2.0,2020-12-31,858.0,739.0,646.0,527.0,460.0,393.0,313.0,104.0,1.0
172,3,,0.5045,0.8014,77,267,138,45,32,83,754,46.0,1.0,2020-12-31,2.0,,,,,,,,
340,3,,0.4707,0.7176,79,294,185,52,21,95,795,51.0,1.0,2020-12-31,3.0,,,,,,,,
978,3,,0.5045,0.8014,77,267,138,45,32,83,754,46.0,1.0,2020-12-31,152.0,2.0,,,,,,,
979,3,,0.4707,0.7176,79,294,185,52,21,95,795,51.0,1.0,2020-12-31,300.0,3.0,,,,,,,
980,3,,0.5045,0.8014,77,267,138,45,32,83,754,46.0,1.0,2020-12-31,859.0,132.0,2.0,,,,,,
981,3,,0.4707,0.7176,79,294,185,52,21,95,795,51.0,1.0,2020-12-31,860.0,260.0,3.0,,,,,,
982,3,,0.5045,0.8014,77,267,138,45,32,83,754,46.0,1.0,2020-12-31,861.0,740.0,120.0,2.0,,,,,
983,3,,0.4707,0.7176,79,294,185,52,21,95,795,51.0,1.0,2020-12-31,862.0,741.0,236.0,3.0,,,,,
984,3,,0.5045,0.8014,77,267,138,45,32,83,754,46.0,1.0,2020-12-31,863.0,742.0,647.0,100.0,2.0,,,,
985,3,,0.4707,0.7176,79,294,185,52,21,95,795,51.0,1.0,2020-12-31,864.0,743.0,648.0,196.0,3.0,,,,
986,3,,0.5045,0.8014,77,267,138,45,32,83,754,46.0,1.0,2020-12-31,865.0,744.0,649.0,528.0,96.0,2.0,,,
987,3,,0.4707,0.7176,79,294,185,52,21,95,795,51.0,1.0,2020-12-31,866.0,745.0,650.0,529.0,188.0,3.0,,,
988,3,,0.5045,0.8014,77,267,138,45,32,83,754,46.0,1.0,2020-12-31,867.0,746.0,651.0,530.0,461.0,92.0,2.0,,
989,3,,0.4707,0.7176,79,294,185,52,21,95,795,51.0,1.0,2020-12-31,868.0,747.0,652.0,531.0,462.0,180.0,3.0,,
990,3,,0.5045,0.8014,77,267,138,45,32,83,754,46.0,1.0,2020-12-31,869.0,748.0,653.0,532.0,463.0,394.0,84.0,2.0,
991,3,,0.4707,0.7176,79,294,185,52,21,95,795,51.0,1.0,2020-12-31,870.0,749.0,654.0,533.0,464.0,395.0,164.0,3.0,
992,3,,0.5045,0.8014,77,267,138,45,32,83,754,46.0,1.0,2020-12-31,871.0,750.0,655.0,534.0,465.0,396.0,314.0,84.0,2.0
993,3,,0.4707,0.7176,79,294,185,52,21,95,795,51.0,1.0,2020-12-31,872.0,751.0,656.0,535.0,466.0,397.0,315.0,164.0,3.0
256,5,,0.513,0.7019,57,318,168,63,39,108,724,46.0,3.0,2020-12-31,4.0,,,,,,,,
994,5,,0.513,0.7019,57,318,168,63,39,108,724,46.0,3.0,2020-12-31,226.0,4.0,,,,,,,
995,5,,0.513,0.7019,57,318,168,63,39,108,724,46.0,3.0,2020-12-31,873.0,196.0,4.0,,,,,,
996,5,,0.513,0.7019,57,318,168,63,39,108,724,46.0,3.0,2020-12-31,874.0,752.0,178.0,4.0,,,,,
997,5,,0.513,0.7019,57,318,168,63,39,108,724,46.0,3.0,2020-12-31,875.0,753.0,657.0,148.0,4.0,,,,
998,5,,0.513,0.7019,57,318,168,63,39,108,724,46.0,3.0,2020-12-31,876.0,754.0,658.0,536.0,142.0,4.0,,,
999,5,,0.513,0.7019,57,318,168,63,39,108,724,46.0,3.0,2020-12-31,877.0,755.0,659.0,537.0,467.0,136.0,4.0,,
1000,5,,0.513,0.7019,57,318,168,63,39,108,724,46.0,3.0,2020-12-31,878.0,756.0,660.0,538.0,468.0,398.0,124.0,4.0,
1001,5,,0.513,0.7019,57,318,168,63,39,108,724,46.0,3.0,2020-12-31,879.0,757.0,661.0,539.0,469.0,399.0,316.0,124.0,4.0
4,6,,0.5097,0.8232,61,276,205,39,31,109,752,49.0,1.0,2020-12-31,5.0,,,,,,,,
1002,6,,0.5097,0.8232,61,276,205,39,31,109,752,49.0,1.0,2020-12-31,4.0,5.0,,,,,,,
1003,6,,0.5097,0.8232,61,276,205,39,31,109,752,49.0,1.0,2020-12-31,880.0,4.0,5.0,,,,,,
1004,6,,0.5097,0.8232,61,276,205,39,31,109,752,49.0,1.0,2020-12-31,881.0,758.0,4.0,5.0,,,,,
1005,6,,0.5097,0.8232,61,276,205,39,31,109,752,49.0,1.0,2020-12-31,882.0,759.0,662.0,4.0,5.0,,,,
1006,6,,0.5097,0.8232,61,276,205,39,31,109,752,49.0,1.0,2020-12-31,883.0,760.0,663.0,540.0,4.0,5.0,,,
1007,6,,0.5097,0.8232,61,276,205,39,31,109,752,49.0,1.0,2020-12-31,884.0,761.0,664.0,541.0,470.0,4.0,5.0,,
1008,6,,0.5097,0.8232,61,276,205,39,31,109,752,49.0,1.0,2020-12-31,885.0,762.0,665.0,542.0,471.0,400.0,4.0,5.0,
1009,6,,0.5097,0.8232,61,276,205,39,31,109,752,49.0,1.0,2020-12-31,886.0,763.0,666.0,543.0,472.0,401.0,317.0,4.0,5.0
130,7,,0.4834,0.748,97,284,154,47,29,95,743,50.0,6.0,2020-12-31,6.0,,,,,,,,
1010,7,,0.4834,0.748,97,284,154,47,29,95,743,50.0,6.0,2020-12-31,115.0,6.0,,,,,,,
1011,7,,0.4834,0.748,97,284,154,47,29,95,743,50.0,6.0,2020-12-31,887.0,100.0,6.0,,,,,,
1012,7,,0.4834,0.748,97,284,154,47,29,95,743,50.0,6.0,2020-12-31,888.0,764.0,91.0,6.0,,,,,
1013,7,,0.4834,0.748,97,284,154,47,29,95,743,50.0,6.0,2020-12-31,889.0,765.0,667.0,76.0,6.0,,,,
1014,7,,0.4834,0.748,97,284,154,47,29,95,743,50.0,6.0,2020-12-31,890.0,766.0,668.0,544.0,73.0,6.0,,,
1015,7,,0.4834,0.748,97,284,154,47,29,95,743,50.0,6.0,2020-12-31,891.0,767.0,669.0,545.0,473.0,70.0,6.0,,
1016,7,,0.4834,0.748,97,284,154,47,29,95,743,50.0,6.0,2020-12-31,892.0,768.0,670.0,546.0,474.0,402.0,64.0,6.0,
1017,7,,0.4834,0.748,97,284,154,47,29,95,743,50.0,6.0,2020-12-31,893.0,769.0,671.0,547.0,475.0,403.0,318.0,64.0,6.0
382,8,,0.4647,0.8079,74,234,168,50,31,80,710,49.0,1.0,2020-12-31,7.0,,,,,,,,
1018,8,,0.4647,0.8079,74,234,168,50,31,80,710,49.0,1.0,2020-12-31,337.0,7.0,,,,,,,
1019,8,,0.4647,0.8079,74,234,168,50,31,80,710,49.0,1.0,2020-12-31,894.0,292.0,7.0,,,,,,
1020,8,,0.4647,0.8079,74,234,168,50,31,80,710,49.0,1.0,2020-12-31,895.0,770.0,265.0,7.0,,,,,
1021,8,,0.4647,0.8079,74,234,168,50,31,80,710,49.0,1.0,2020-12-31,896.0,771.0,672.0,220.0,7.0,,,,
1022,8,,0.4647,0.8079,74,234,168,50,31,80,710,49.0,1.0,2020-12-31,897.0,772.0,673.0,548.0,211.0,7.0,,,
1023,8,,0.4647,0.8079,74,234,168,50,31,80,710,49.0,1.0,2020-12-31,898.0,773.0,674.0,549.0,476.0,202.0,7.0,,
1024,8,,0.4647,0.8079,74,234,168,50,31,80,710,49.0,1.0,2020-12-31,899.0,774.0,675.0,550.0,477.0,404.0,184.0,7.0,
1025,8,,0.4647,0.8079,74,234,168,50,31,80,710,49.0,1.0,2020-12-31,900.0,775.0,676.0,551.0,478.0,405.0,319.0,184.0,7.0
46,9,,0.4571,0.8194,80,250,149,52,27,92,719,45.0,3.0,2020-12-31,8.0,,,,,,,,
1026,9,,0.4571,0.8194,80,250,149,52,27,92,719,45.0,3.0,2020-12-31,41.0,8.0,,,,,,,
1027,9,,0.4571,0.8194,80,250,149,52,27,92,719,45.0,3.0,2020-12-31,901.0,36.0,8.0,,,,,,
1028,9,,0.4571,0.8194,80,250,149,52,27,92,719,45.0,3.0,2020-12-31,902.0,776.0,33.0,8.0,,,,,
1029,9,,0.4571,0.8194,80,250,149,52,27,92,719,45.0,3.0,2020-12-31,903.0,777.0,677.0,28.0,8.0,,,,
1030,9,,0.4571,0.8194,80,250,149,52,27,92,719,45.0,3.0,2020-12-31,904.0,778.0,678.0,552.0,27.0,8.0,,,
1031,9,,0.4571,0.8194,80,250,149,52,27,92,719,45.0,3.0,2020-12-31,905.0,779.0,679.0,553.0,479.0,26.0,8.0,,
1032,9,,0.4571,0.8194,80,250,149,52,27,92,719,45.0,3.0,2020-12-31,906.0,780.0,680.0,554.0,480.0,406.0,24.0,8.0,
1033,9,,0.4571,0.8194,80,250,149,52,27,92,719,45.0,3.0,2020-12-31,907.0,781.0,681.0,555.0,481.0,407.0,320.0,24.0,8.0
466,10,,0.4918,0.8057,62,237,156,33,23,85,681,43.0,0.0,2020-12-31,9.0,,,,,,,,
1034,10,,0.4918,0.8057,62,237,156,33,23,85,681,43.0,0.0,2020-12-31,411.0,9.0,,,,,,,
1035,10,,0.4918,0.8057,62,237,156,33,23,85,681,43.0,0.0,2020-12-31,908.0,356.0,9.0,,,,,,
1036,10,,0.4918,0.8057,62,237,156,33,23,85,681,43.0,0.0,2020-12-31,909.0,782.0,323.0,9.0,,,,,
1037,10,,0.4918,0.8057,62,237,156,33,23,85,681,43.0,0.0,2020-12-31,910.0,783.0,682.0,268.0,9.0,,,,
1038,10,,0.4918,0.8057,62,237,156,33,23,85,681,43.0,0.0,2020-12-31,911.0,784.0,683.0,556.0,257.0,9.0,,,
1039,10,,0.4918,0.8057,62,237,156,33,23,85,681,43.0,0.0,2020-12-31,912.0,785.0,684.0,557.0,482.0,246.0,9.0,,
1040,10,,0.4918,0.8057,62,237,156,33,23,85,681,43.0,0.0,2020-12-31,913.0,786.0,685.0,558.0,483.0,408.0,224.0,9.0,
1041,10,,0.4918,0.8057,62,237,156,33,23,85,681,43.0,0.0,2020-12-31,914.0,787.0,686.0,559.0,484.0,409.0,321.0,224.0,9.0
424,11,,0.4814,0.7972,64,284,160,35,23,101,670,48.0,1.0,2020-12-31,10.0,,,,,,,,
1042,11,,0.4814,0.7972,64,284,160,35,23,101,670,48.0,1.0,2020-12-31,374.0,10.0,,,,,,,
1043,11,,0.4814,0.7972,64,284,160,35,23,101,670,48.0,1.0,2020-12-31,915.0,324.0,10.0,,,,,,
1044,11,,0.4814,0.7972,64,284,160,35,23,101,670,48.0,1.0,2020-12-31,916.0,788.0,294.0,10.0,,,,,
1045,11,,0.4814,0.7972,64,284,160,35,23,101,670,48.0,1.0,2020-12-31,917.0,789.0,687.0,244.0,10.0,,,,
1046,11,,0.4814,0.7972,64,284,160,35,23,101,670,48.0,1.0,2020-12-31,918.0,790.0,688.0,560.0,234.0,10.0,,,
1047,11,,0.4814,0.7972,64,284,160,35,23,101,670,48.0,1.0,2020-12-31,919.0,791.0,689.0,561.0,485.0,224.0,10.0,,
1048,11,,0.4814,0.7972,64,284,160,35,23,101,670,48.0,1.0,2020-12-31,920.0,792.0,690.0,562.0,486.0,410.0,204.0,10.0,
1049,11,,0.4814,0.7972,64,284,160,35,23,101,670,48.0,1.0,2020-12-31,921.0,793.0,691.0,563.0,487.0,411.0,322.0,204.0,10.0
508,12,,0.4649,0.7582,65,236,124,36,18,118,671,39.0,2.0,2020-12-31,11.0,,,,,,,,
1050,12,,0.4649,0.7582,65,236,124,36,18,118,671,39.0,2.0,2020-12-31,448.0,11.0,,,,,,,
1051,12,,0.4649,0.7582,65,236,124,36,18,118,671,39.0,2.0,2020-12-31,922.0,388.0,11.0,,,,,,
1052,12,,0.4649,0.7582,65,236,124,36,18,118,671,39.0,2.0,2020-12-31,923.0,794.0,352.0,11.0,,,,,
1053,12,,0.4649,0.7582,65,236,124,36,18,118,671,39.0,2.0,2020-12-31,924.0,795.0,692.0,292.0,11.0,,,,
1054,12,,0.4649,0.7582,65,236,124,36,18,118,671,39.0,2.0,2020-12-31,925.0,796.0,693.0,564.0,280.0,11.0,,,
1055,12,,0.4649,0.7582,65,236,124,36,18,118,671,39.0,2.0,2020-12-31,926.0,797.0,694.0,565.0,488.0,268.0,11.0,,
1056,12,,0.4649,0.7582,65,236,124,36,18,118,671,39.0,2.0,2020-12-31,927.0,798.0,695.0,566.0,489.0,412.0,244.0,11.0,
1057,12,,0.4649,0.7582,65,236,124,36,18,118,671,39.0,2.0,2020-12-31,928.0,799.0,696.0,567.0,490.0,413.0,323.0,244.0,11.0
88,13,,0.4132,0.7391,44,209,111,30,18,62,508,37.0,5.0,2020-12-31,12.0,,,,,,,,
1058,13,,0.4132,0.7391,44,209,111,30,18,62,508,37.0,5.0,2020-12-31,78.0,12.0,,,,,,,
1059,13,,0.4132,0.7391,44,209,111,30,18,62,508,37.0,5.0,2020-12-31,929.0,68.0,12.0,,,,,,
1060,13,,0.4132,0.7391,44,209,111,30,18,62,508,37.0,5.0,2020-12-31,930.0,800.0,62.0,12.0,,,,,
1061,13,,0.4132,0.7391,44,209,111,30,18,62,508,37.0,5.0,2020-12-31,931.0,801.0,697.0,52.0,12.0,,,,
1062,13,,0.4132,0.7391,44,209,111,30,18,62,508,37.0,5.0,2020-12-31,932.0,802.0,698.0,568.0,50.0,12.0,,,
1063,13,,0.4132,0.7391,44,209,111,30,18,62,508,37.0,5.0,2020-12-31,933.0,803.0,699.0,569.0,491.0,48.0,12.0,,
1064,13,,0.4132,0.7391,44,209,111,30,18,62,508,37.0,5.0,2020-12-31,934.0,804.0,700.0,570.0,492.0,414.0,44.0,12.0,
1065,13,,0.4132,0.7391,44,209,111,30,18,62,508,37.0,5.0,2020-12-31,935.0,805.0,701.0,571.0,493.0,415.0,324.0,44.0,12.0
215,1,,0.4668,0.7684,99,310,165,62,50,101,891,54.0,2.0,2021-01-01,0.0,,,,,,,,
1066,1,,0.4668,0.7684,99,310,165,62,50,101,891,54.0,2.0,2021-01-01,190.0,0.0,,,,,,,
1067,1,,0.4668,0.7684,99,310,165,62,50,101,891,54.0,2.0,2021-01-01,936.0,165.0,0.0,,,,,,
1068,1,,0.4668,0.7684,99,310,165,62,50,101,891,54.0,2.0,2021-01-01,937.0,806.0,150.0,0.0,,,,,
1069,1,,0.4668,0.7684,99,310,165,62,50,101,891,54.0,2.0,2021-01-01,938.0,807.0,702.0,125.0,0.0,,,,
1070,1,,0.4668,0.7684,99,310,165,62,50,101,891,54.0,2.0,2021-01-01,939.0,808.0,703.0,572.0,120.0,0.0,,,
1071,1,,0.4668,0.7684,99,310,165,62,50,101,891,54.0,2.0,2021-01-01,940.0,809.0,704.0,573.0,494.0,115.0,0.0,,
1072,1,,0.4668,0.7684,99,310,165,62,50,101,891,54.0,2.0,2021-01-01,941.0,810.0,705.0,574.0,495.0,416.0,105.0,0.0,
1073,1,,0.4668,0.7684,99,310,165,62,50,101,891,54.0,2.0,2021-01-01,942.0,811.0,706.0,575.0,496.0,417.0,325.0,105.0,0.0
173,2,,0.4992,0.795,92,301,161,56,35,95,866,55.0,1.0,2021-01-01,1.0,,,,,,,,
1074,2,,0.4992,0.795,92,301,161,56,35,95,866,55.0,1.0,2021-01-01,153.0,1.0,,,,,,,
1075,2,,0.4992,0.795,92,301,161,56,35,95,866,55.0,1.0,2021-01-01,943.0,133.0,1.0,,,,,,
1076,2,,0.4992,0.795,92,301,161,56,35,95,866,55.0,1.0,2021-01-01,944.0,812.0,121.0,1.0,,,,,
1077,2,,0.4992,0.795,92,301,161,56,35,95,866,55.0,1.0,2021-01-01,945.0,813.0,707.0,101.0,1.0,,,,
1078,2,,0.4992,0.795,92,301,161,56,35,95,866,55.0,1.0,2021-01-01,946.0,814.0,708.0,576.0,97.0,1.0,,,
1079,2,,0.4992,0.795,92,301,161,56,35,95,866,55.0,1.0,2021-01-01,947.0,815.0,709.0,577.0,497.0,93.0,1.0,,
1080,2,,0.4992,0.795,92,301,161,56,35,95,866,55.0,1.0,2021-01-01,948.0,816.0,710.0,578.0,498.0,418.0,85.0,1.0,
1081,2,,0.4992,0.795,92,301,161,56,35,95,866,55.0,1.0,2021-01-01,949.0,817.0,711.0,579.0,499.0,419.0,326.0,85.0,1.0
5,3,,0.4967,0.8217,72,309,222,47,34,120,867,55.0,1.0,2021-01-01,2.0,,,,,,,,
257,3,,0.5076,0.7059,70,383,212,71,45,128,872,55.0,4.0,2021-01-01,3.0,,,,,,,,
1082,3,,0.4967,0.8217,72,309,222,47,34,120,867,55.0,1.0,2021-01-01,5.0,2.0,,,,,,,
1083,3,,0.5076,0.7059,70,383,212,71,45,128,872,55.0,4.0,2021-01-01,227.0,3.0,,,,,,,
1084,3,,0.4967,0.8217,72,309,222,47,34,120,867,55.0,1.0,2021-01-01,950.0,5.0,2.0,,,,,,
1085,3,,0.5076,0.7059,70,383,212,71,45,128,872,55.0,4.0,2021-01-01,951.0,197.0,3.0,,,,,,
1086,3,,0.4967,0.8217,72,309,222,47,34,120,867,55.0,1.0,2021-01-01,952.0,818.0,5.0,2.0,,,,,
1087,3,,0.5076,0.7059,70,383,212,71,45,128,872,55.0,4.0,2021-01-01,953.0,819.0,179.0,3.0,,,,,
1088,3,,0.4967,0.8217,72,309,222,47,34,120,867,55.0,1.0,2021-01-01,954.0,820.0,712.0,5.0,2.0,,,,
1089,3,,0.5076,0.7059,70,383,212,71,45,128,872,55.0,4.0,2021-01-01,955.0,821.0,713.0,149.0,3.0,,,,
1090,3,,0.4967,0.8217,72,309,222,47,34,120,867,55.0,1.0,2021-01-01,956.0,822.0,714.0,580.0,5.0,2.0,,,
1091,3,,0.5076,0.7059,70,383,212,71,45,128,872,55.0,4.0,2021-01-01,957.0,823.0,715.0,581.0,143.0,3.0,,,
1092,3,,0.4967,0.8217,72,309,222,47,34,120,867,55.0,1.0,2021-01-01,958.0,824.0,716.0,582.0,500.0,5.0,2.0,,
1093,3,,0.5076,0.7059,70,383,212,71,45,128,872,55.0,4.0,2021-01-01,959.0,825.0,717.0,583.0,501.0,137.0,3.0,,
1094,3,,0.4967,0.8217,72,309,222,47,34,120,867,55.0,1.0,2021-01-01,960.0,826.0,718.0,584.0,502.0,420.0,5.0,2.0,
1095,3,,0.5076,0.7059,70,383,212,71,45,128,872,55.0,4.0,2021-01-01,961.0,827.0,719.0,585.0,503.0,421.0,125.0,3.0,
1096,3,,0.4967,0.8217,72,309,222,47,34,120,867,55.0,1.0,2021-01-01,962.0,828.0,720.0,586.0,504.0,422.0,327.0,5.0,2.0
1097,3,,0.5076,0.7059,70,383,212,71,45,128,872,55.0,4.0,2021-01-01,963.0,829.0,721.0,587.0,505.0,423.0,328.0,125.0,3.0
131,5,,0.4747,0.7111,107,320,171,51,31,106,803,55.0,6.0,2021-01-01,4.0,,,,,,,,
1098,5,,0.4747,0.7111,107,320,171,51,31,106,803,55.0,6.0,2021-01-01,116.0,4.0,,,,,,,
1099,5,,0.4747,0.7111,107,320,171,51,31,106,803,55.0,6.0,2021-01-01,964.0,101.0,4.0,,,,,,
1100,5,,0.4747,0.7111,107,320,171,51,31,106,803,55.0,6.0,2021-01-01,965.0,830.0,92.0,4.0,,,,,
1101,5,,0.4747,0.7111,107,320,171,51,31,106,803,55.0,6.0,2021-01-01,966.0,831.0,722.0,77.0,4.0,,,,
1102,5,,0.4747,0.7111,107,320,171,51,31,106,803,55.0,6.0,2021-01-01,967.0,832.0,723.0,588.0,74.0,4.0,,,
1103,5,,0.4747,0.7111,107,320,171,51,31,106,803,55.0,6.0,2021-01-01,968.0,833.0,724.0,589.0,506.0,71.0,4.0,,
1104,5,,0.4747,0.7111,107,320,171,51,31,106,803,55.0,6.0,2021-01-01,969.0,834.0,725.0,590.0,507.0,424.0,65.0,4.0,
1105,5,,0.4747,0.7111,107,320,171,51,31,106,803,55.0,6.0,2021-01-01,970.0,835.0,726.0,591.0,508.0,425.0,329.0,65.0,4.0
341,6,,0.4649,0.7282,91,334,213,56,24,109,895,59.0,1.0,2021-01-01,5.0,,,,,,,,
1106,6,,0.4649,0.7282,91,334,213,56,24,109,895,59.0,1.0,2021-01-01,301.0,5.0,,,,,,,
1107,6,,0.4649,0.7282,91,334,213,56,24,109,895,59.0,1.0,2021-01-01,971.0,261.0,5.0,,,,,,
1108,6,,0.4649,0.7282,91,334,213,56,24,109,895,59.0,1.0,2021-01-01,972.0,836.0,237.0,5.0,,,,,
1109,6,,0.4649,0.7282,91,334,213,56,24,109,895,59.0,1.0,2021-01-01,973.0,837.0,727.0,197.0,5.0,,,,
1110,6,,0.4649,0.7282,91,334,213,56,24,109,895,59.0,1.0,2021-01-01,974.0,838.0,728.0,592.0,189.0,5.0,,,
1111,6,,0.4649,0.7282,91,334,213,56,24,109,895,59.0,1.0,2021-01-01,975.0,839.0,729.0,593.0,509.0,181.0,5.0,,
1112,6,,0.4649,0.7282,91,334,213,56,24,109,895,59.0,1.0,2021-01-01,976.0,840.0,730.0,594.0,510.0,426.0,165.0,5.0,
1113,6,,0.4649,0.7282,91,334,213,56,24,109,895,59.0,1.0,2021-01-01,977.0,841.0,731.0,595.0,511.0,427.0,330.0,165.0,5.0
47,7,,0.4559,0.8148,87,276,170,58,28,103,767,50.0,3.0,2021-01-01,6.0,,,,,,,,
1114,7,,0.4559,0.8148,87,276,170,58,28,103,767,50.0,3.0,2021-01-01,42.0,6.0,,,,,,,
1115,7,,0.4559,0.8148,87,276,170,58,28,103,767,50.0,3.0,2021-01-01,978.0,37.0,6.0,,,,,,
1116,7,,0.4559,0.8148,87,276,170,58,28,103,767,50.0,3.0,2021-01-01,979.0,842.0,34.0,6.0,,,,,
1117,7,,0.4559,0.8148,87,276,170,58,28,103,767,50.0,3.0,2021-01-01,980.0,843.0,732.0,29.0,6.0,,,,
1118,7,,0.4559,0.8148,87,276,170,58,28,103,767,50.0,3.0,2021-01-01,981.0,844.0,733.0,596.0,28.0,6.0,,,
1119,7,,0.4559,0.8148,87,276,170,58,28,103,767,50.0,3.0,2021-01-01,982.0,845.0,734.0,597.0,512.0,27.0,6.0,,
1120,7,,0.4559,0.8148,87,276,170,58,28,103,767,50.0,3.0,2021-01-01,983.0,846.0,735.0,598.0,513.0,428.0,25.0,6.0,
1121,7,,0.4559,0.8148,87,276,170,58,28,103,767,50.0,3.0,2021-01-01,984.0,847.0,736.0,599.0,514.0,429.0,331.0,25.0,6.0
299,8,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2021-01-01,7.0,,,,,,,,
1122,8,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2021-01-01,264.0,7.0,,,,,,,
1123,8,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2021-01-01,985.0,229.0,7.0,,,,,,
1124,8,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2021-01-01,986.0,848.0,208.0,7.0,,,,,
1125,8,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2021-01-01,987.0,849.0,737.0,173.0,7.0,,,,
1126,8,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2021-01-01,988.0,850.0,738.0,600.0,166.0,7.0,,,
1127,8,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2021-01-01,989.0,851.0,739.0,601.0,515.0,159.0,7.0,,
1128,8,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2021-01-01,990.0,852.0,740.0,602.0,516.0,430.0,145.0,7.0,
1129,8,,0.4427,0.8425,84,255,210,48,32,106,763,49.0,5.0,2021-01-01,991.0,853.0,741.0,603.0,517.0,431.0,332.0,145.0,7.0
383,9,,0.4681,0.8092,76,237,169,51,31,81,727,51.0,1.0,2021-01-01,8.0,,,,,,,,
1130,9,,0.4681,0.8092,76,237,169,51,31,81,727,51.0,1.0,2021-01-01,338.0,8.0,,,,,,,
1131,9,,0.4681,0.8092,76,237,169,51,31,81,727,51.0,1.0,2021-01-01,992.0,293.0,8.0,,,,,,
1132,9,,0.4681,0.8092,76,237,169,51,31,81,727,51.0,1.0,2021-01-01,993.0,854.0,266.0,8.0,,,,,
1133,9,,0.4681,0.8092,76,237,169,51,31,81,727,51.0,1.0,2021-01-01,994.0,855.0,742.0,221.0,8.0,,,,
1134,9,,0.4681,0.8092,76,237,169,51,31,81,727,51.0,1.0,2021-01-01,995.0,856.0,743.0,604.0,212.0,8.0,,,
1135,9,,0.4681,0.8092,76,237,169,51,31,81,727,51.0,1.0,2021-01-01,996.0,857.0,744.0,605.0,518.0,203.0,8.0,,
1136,9,,0.4681,0.8092,76,237,169,51,31,81,727,51.0,1.0,2021-01-01,997.0,858.0,745.0,606.0,519.0,432.0,185.0,8.0,
