,Rk,Team,FG%,FT%,3PM,REB,AST,STL,BLK,TO,PTS,GP,MOVES,date,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1
108,12,,0.455,0.7747,208,989,548,129,107,303,2296,155.0,9.0,2021-01-21,11.0,,,,,,,,
2932,12,,0.455,0.7747,208,989,548,129,107,303,2296,155.0,9.0,2021-01-21,98.0,11.0,,,,,,,
2933,12,,0.455,0.7747,208,989,548,129,107,303,2296,155.0,9.0,2021-01-21,2544.0,88.0,11.0,,,,,,
2934,12,,0.455,0.7747,208,989,548,129,107,303,2296,155.0,9.0,2021-01-21,2545.0,2156.0,82.0,11.0,,,,,
486,13,,0.4809,0.8043,199,748,489,107,82,246,2066,123.0,0.0,2021-01-21,12.0,,,,,,,,
2935,13,,0.4809,0.8043,199,748,489,107,82,246,2066,123.0,0.0,2021-01-21,431.0,12.0,,,,,,,
2936,13,,0.4809,0.8043,199,748,489,107,82,246,2066,123.0,0.0,2021-01-21,2546.0,376.0,12.0,,,,,,
2937,13,,0.4809,0.8043,199,748,489,107,82,246,2066,123.0,0.0,2021-01-21,2547.0,2157.0,343.0,12.0,,,,,
193,1,,0.4797,0.7775,285,908,536,162,122,259,2453,153.0,5.0,2021-01-22,0.0,,,,,,,,
445,1,,0.4981,0.7864,249,1106,480,135,138,292,2588,171.0,8.0,2021-01-22,1.0,,,,,,,,
2938,1,,0.4797,0.7775,285,908,536,162,122,259,2453,153.0,5.0,2021-01-22,173.0,0.0,,,,,,,
2939,1,,0.4981,0.7864,249,1106,480,135,138,292,2588,171.0,8.0,2021-01-22,395.0,1.0,,,,,,,
2940,1,,0.4797,0.7775,285,908,536,162,122,259,2453,153.0,5.0,2021-01-22,2548.0,153.0,0.0,,,,,,
2941,1,,0.4981,0.7864,249,1106,480,135,138,292,2588,171.0,8.0,2021-01-22,2549.0,345.0,1.0,,,,,,
2942,1,,0.4797,0.7775,285,908,536,162,122,259,2453,153.0,5.0,2021-01-22,2550.0,2158.0,141.0,0.0,,,,,
2943,1,,0.4981,0.7864,249,1106,480,135,138,292,2588,171.0,8.0,2021-01-22,2551.0,2159.0,315.0,1.0,,,,,
151,3,,0.4598,0.7396,365,972,559,182,110,297,2554,178.0,17.0,2021-01-22,2.0,,,,,,,,
2944,3,,0.4598,0.7396,365,972,559,182,110,297,2554,178.0,17.0,2021-01-22,136.0,2.0,,,,,,,
2945,3,,0.4598,0.7396,365,972,559,182,110,297,2554,178.0,17.0,2021-01-22,2552.0,121.0,2.0,,,,,,
2946,3,,0.4598,0.7396,365,972,559,182,110,297,2554,178.0,17.0,2021-01-22,2553.0,2160.0,112.0,2.0,,,,,
361,4,,0.4611,0.7718,310,984,693,155,71,349,2921,175.0,5.0,2021-01-22,3.0,,,,,,,,
2947,4,,0.4611,0.7718,310,984,693,155,71,349,2921,175.0,5.0,2021-01-22,321.0,3.0,,,,,,,
2948,4,,0.4611,0.7718,310,984,693,155,71,349,2921,175.0,5.0,2021-01-22,2554.0,281.0,3.0,,,,,,
2949,4,,0.4611,0.7718,310,984,693,155,71,349,2921,175.0,5.0,2021-01-22,2555.0,2161.0,257.0,3.0,,,,,
235,5,,0.4565,0.7412,308,953,450,150,141,288,2683,169.0,9.0,2021-01-22,4.0,,,,,,,,
2950,5,,0.4565,0.7412,308,953,450,150,141,288,2683,169.0,9.0,2021-01-22,210.0,4.0,,,,,,,
2951,5,,0.4565,0.7412,308,953,450,150,141,288,2683,169.0,9.0,2021-01-22,2556.0,185.0,4.0,,,,,,
2952,5,,0.4565,0.7412,308,953,450,150,141,288,2683,169.0,9.0,2021-01-22,2557.0,2162.0,170.0,4.0,,,,,
277,6,,0.4912,0.728,199,1127,645,186,107,390,2545,165.0,10.0,2021-01-22,5.0,,,,,,,,
2953,6,,0.4912,0.728,199,1127,645,186,107,390,2545,165.0,10.0,2021-01-22,247.0,5.0,,,,,,,
2954,6,,0.4912,0.728,199,1127,645,186,107,390,2545,165.0,10.0,2021-01-22,2558.0,217.0,5.0,,,,,,
2955,6,,0.4912,0.728,199,1127,645,186,107,390,2545,165.0,10.0,2021-01-22,2559.0,2163.0,199.0,5.0,,,,,
319,7,,0.4485,0.7877,277,891,608,147,117,295,2470,167.0,11.0,2021-01-22,6.0,,,,,,,,
2956,7,,0.4485,0.7877,277,891,608,147,117,295,2470,167.0,11.0,2021-01-22,284.0,6.0,,,,,,,
2957,7,,0.4485,0.7877,277,891,608,147,117,295,2470,167.0,11.0,2021-01-22,2560.0,249.0,6.0,,,,,,
2958,7,,0.4485,0.7877,277,891,608,147,117,295,2470,167.0,11.0,2021-01-22,2561.0,2164.0,228.0,6.0,,,,,
529,8,,0.4636,0.7838,281,892,547,156,79,380,2660,160.0,12.0,2021-01-22,7.0,,,,,,,,
2959,8,,0.4636,0.7838,281,892,547,156,79,380,2660,160.0,12.0,2021-01-22,469.0,7.0,,,,,,,
2960,8,,0.4636,0.7838,281,892,547,156,79,380,2660,160.0,12.0,2021-01-22,2562.0,409.0,7.0,,,,,,
2961,8,,0.4636,0.7838,281,892,547,156,79,380,2660,160.0,12.0,2021-01-22,2563.0,2165.0,373.0,7.0,,,,,
25,9,,0.484,0.8026,214,867,573,140,90,309,2309,158.0,7.0,2021-01-22,8.0,,,,,,,,
2962,9,,0.484,0.8026,214,867,573,140,90,309,2309,158.0,7.0,2021-01-22,25.0,8.0,,,,,,,
2963,9,,0.484,0.8026,214,867,573,140,90,309,2309,158.0,7.0,2021-01-22,2564.0,25.0,8.0,,,,,,
2964,9,,0.484,0.8026,214,867,573,140,90,309,2309,158.0,7.0,2021-01-22,2565.0,2166.0,25.0,8.0,,,,,
109,10,,0.4564,0.7789,217,1009,561,129,109,310,2369,159.0,10.0,2021-01-22,9.0,,,,,,,,
2965,10,,0.4564,0.7789,217,1009,561,129,109,310,2369,159.0,10.0,2021-01-22,99.0,9.0,,,,,,,
2966,10,,0.4564,0.7789,217,1009,561,129,109,310,2369,159.0,10.0,2021-01-22,2566.0,89.0,9.0,,,,,,
2967,10,,0.4564,0.7789,217,1009,561,129,109,310,2369,159.0,10.0,2021-01-22,2567.0,2167.0,83.0,9.0,,,,,
67,11,,0.4422,0.7764,252,943,593,153,86,313,2320,164.0,5.0,2021-01-22,11.0,,,,,,,,
403,11,,0.4567,0.7907,218,762,519,149,95,261,2120,153.0,3.0,2021-01-22,10.0,,,,,,,,
2968,11,,0.4422,0.7764,252,943,593,153,86,313,2320,164.0,5.0,2021-01-22,62.0,11.0,,,,,,,
2969,11,,0.4567,0.7907,218,762,519,149,95,261,2120,153.0,3.0,2021-01-22,358.0,10.0,,,,,,,
2970,11,,0.4422,0.7764,252,943,593,153,86,313,2320,164.0,5.0,2021-01-22,2568.0,57.0,11.0,,,,,,
2971,11,,0.4567,0.7907,218,762,519,149,95,261,2120,153.0,3.0,2021-01-22,2569.0,313.0,10.0,,,,,,
2972,11,,0.4422,0.7764,252,943,593,153,86,313,2320,164.0,5.0,2021-01-22,2570.0,2168.0,54.0,11.0,,,,,
2973,11,,0.4567,0.7907,218,762,519,149,95,261,2120,153.0,3.0,2021-01-22,2571.0,2169.0,286.0,10.0,,,,,
487,13,,0.4817,0.806,206,765,495,112,82,250,2135,127.0,0.0,2021-01-22,12.0,,,,,,,,
2974,13,,0.4817,0.806,206,765,495,112,82,250,2135,127.0,0.0,2021-01-22,432.0,12.0,,,,,,,
2975,13,,0.4817,0.806,206,765,495,112,82,250,2135,127.0,0.0,2021-01-22,2572.0,377.0,12.0,,,,,,
2976,13,,0.4817,0.806,206,765,495,112,82,250,2135,127.0,0.0,2021-01-22,2573.0,2170.0,344.0,12.0,,,,,
446,1,,0.5023,0.7881,258,1151,491,141,142,306,2715,180.0,8.0,2021-01-23,0.0,,,,,,,,
2977,1,,0.5023,0.7881,258,1151,491,141,142,306,2715,180.0,8.0,2021-01-23,396.0,0.0,,,,,,,
2978,1,,0.5023,0.7881,258,1151,491,141,142,306,2715,180.0,8.0,2021-01-23,2574.0,346.0,0.0,,,,,,
2979,1,,0.5023,0.7881,258,1151,491,141,142,306,2715,180.0,8.0,2021-01-23,2575.0,2171.0,316.0,0.0,,,,,
194,2,,0.4823,0.7812,311,960,578,175,130,281,2659,163.0,5.0,2021-01-23,1.0,,,,,,,,
2980,2,,0.4823,0.7812,311,960,578,175,130,281,2659,163.0,5.0,2021-01-23,174.0,1.0,,,,,,,
2981,2,,0.4823,0.7812,311,960,578,175,130,281,2659,163.0,5.0,2021-01-23,2576.0,154.0,1.0,,,,,,
2982,2,,0.4823,0.7812,311,960,578,175,130,281,2659,163.0,5.0,2021-01-23,2577.0,2172.0,142.0,1.0,,,,,
152,3,,0.4612,0.7395,384,1041,584,191,115,311,2710,188.0,17.0,2021-01-23,2.0,,,,,,,,
2983,3,,0.4612,0.7395,384,1041,584,191,115,311,2710,188.0,17.0,2021-01-23,137.0,2.0,,,,,,,
2984,3,,0.4612,0.7395,384,1041,584,191,115,311,2710,188.0,17.0,2021-01-23,2578.0,122.0,2.0,,,,,,
2985,3,,0.4612,0.7395,384,1041,584,191,115,311,2710,188.0,17.0,2021-01-23,2579.0,2173.0,113.0,2.0,,,,,
362,4,,0.461,0.7742,324,1035,741,165,74,368,3057,184.0,5.0,2021-01-23,3.0,,,,,,,,
2986,4,,0.461,0.7742,324,1035,741,165,74,368,3057,184.0,5.0,2021-01-23,322.0,3.0,,,,,,,
2987,4,,0.461,0.7742,324,1035,741,165,74,368,3057,184.0,5.0,2021-01-23,2580.0,282.0,3.0,,,,,,
2988,4,,0.461,0.7742,324,1035,741,165,74,368,3057,184.0,5.0,2021-01-23,2581.0,2174.0,258.0,3.0,,,,,
278,5,,0.4901,0.73,212,1198,686,194,117,408,2705,175.0,10.0,2021-01-23,4.0,,,,,,,,
2989,5,,0.4901,0.73,212,1198,686,194,117,408,2705,175.0,10.0,2021-01-23,248.0,4.0,,,,,,,
2990,5,,0.4901,0.73,212,1198,686,194,117,408,2705,175.0,10.0,2021-01-23,2582.0,218.0,4.0,,,,,,
2991,5,,0.4901,0.73,212,1198,686,194,117,408,2705,175.0,10.0,2021-01-23,2583.0,2175.0,200.0,4.0,,,,,
236,6,,0.4563,0.7433,313,978,473,158,142,298,2763,175.0,9.0,2021-01-23,5.0,,,,,,,,
2992,6,,0.4563,0.7433,313,978,473,158,142,298,2763,175.0,9.0,2021-01-23,211.0,5.0,,,,,,,
2993,6,,0.4563,0.7433,313,978,473,158,142,298,2763,175.0,9.0,2021-01-23,2584.0,186.0,5.0,,,,,,
2994,6,,0.4563,0.7433,313,978,473,158,142,298,2763,175.0,9.0,2021-01-23,2585.0,2176.0,171.0,5.0,,,,,
320,7,,0.4525,0.791,293,938,634,154,120,314,2632,176.0,13.0,2021-01-23,6.0,,,,,,,,
2995,7,,0.4525,0.791,293,938,634,154,120,314,2632,176.0,13.0,2021-01-23,285.0,6.0,,,,,,,
2996,7,,0.4525,0.791,293,938,634,154,120,314,2632,176.0,13.0,2021-01-23,2586.0,250.0,6.0,,,,,,
2997,7,,0.4525,0.791,293,938,634,154,120,314,2632,176.0,13.0,2021-01-23,2587.0,2177.0,229.0,6.0,,,,,
530,8,,0.4643,0.7875,297,938,585,168,84,402,2814,170.0,12.0,2021-01-23,7.0,,,,,,,,
2998,8,,0.4643,0.7875,297,938,585,168,84,402,2814,170.0,12.0,2021-01-23,470.0,7.0,,,,,,,
2999,8,,0.4643,0.7875,297,938,585,168,84,402,2814,170.0,12.0,2021-01-23,2588.0,410.0,7.0,,,,,,
3000,8,,0.4643,0.7875,297,938,585,168,84,402,2814,170.0,12.0,2021-01-23,2589.0,2178.0,374.0,7.0,,,,,
110,9,,0.4576,0.7872,229,1059,585,131,115,321,2512,167.0,10.0,2021-01-23,8.0,,,,,,,,
3001,9,,0.4576,0.7872,229,1059,585,131,115,321,2512,167.0,10.0,2021-01-23,100.0,8.0,,,,,,,
3002,9,,0.4576,0.7872,229,1059,585,131,115,321,2512,167.0,10.0,2021-01-23,2590.0,90.0,8.0,,,,,,
3003,9,,0.4576,0.7872,229,1059,585,131,115,321,2512,167.0,10.0,2021-01-23,2591.0,2179.0,84.0,8.0,,,,,
26,10,,0.4819,0.8028,223,902,591,143,93,318,2405,164.0,7.0,2021-01-23,9.0,,,,,,,,
3004,10,,0.4819,0.8028,223,902,591,143,93,318,2405,164.0,7.0,2021-01-23,26.0,9.0,,,,,,,
3005,10,,0.4819,0.8028,223,902,591,143,93,318,2405,164.0,7.0,2021-01-23,2592.0,26.0,9.0,,,,,,
3006,10,,0.4819,0.8028,223,902,591,143,93,318,2405,164.0,7.0,2021-01-23,2593.0,2180.0,26.0,9.0,,,,,
68,11,,0.4407,0.7712,266,1007,623,162,98,324,2439,174.0,5.0,2021-01-23,10.0,,,,,,,,
3007,11,,0.4407,0.7712,266,1007,623,162,98,324,2439,174.0,5.0,2021-01-23,63.0,10.0,,,,,,,
3008,11,,0.4407,0.7712,266,1007,623,162,98,324,2439,174.0,5.0,2021-01-23,2594.0,58.0,10.0,,,,,,
3009,11,,0.4407,0.7712,266,1007,623,162,98,324,2439,174.0,5.0,2021-01-23,2595.0,2181.0,55.0,10.0,,,,,
488,12,,0.4832,0.8088,216,783,515,115,85,265,2226,132.0,0.0,2021-01-23,11.0,,,,,,,,
3010,12,,0.4832,0.8088,216,783,515,115,85,265,2226,132.0,0.0,2021-01-23,433.0,11.0,,,,,,,
3011,12,,0.4832,0.8088,216,783,515,115,85,265,2226,132.0,0.0,2021-01-23,2596.0,378.0,11.0,,,,,,
3012,12,,0.4832,0.8088,216,783,515,115,85,265,2226,132.0,0.0,2021-01-23,2597.0,2182.0,345.0,11.0,,,,,
404,13,,0.4573,0.7873,225,803,535,154,98,273,2207,160.0,3.0,2021-01-23,12.0,,,,,,,,
3013,13,,0.4573,0.7873,225,803,535,154,98,273,2207,160.0,3.0,2021-01-23,359.0,12.0,,,,,,,
3014,13,,0.4573,0.7873,225,803,535,154,98,273,2207,160.0,3.0,2021-01-23,2598.0,314.0,12.0,,,,,,
3015,13,,0.4573,0.7873,225,803,535,154,98,273,2207,160.0,3.0,2021-01-23,2599.0,2183.0,287.0,12.0,,,,,
195,1,,0.4829,0.7815,318,998,595,180,135,287,2747,169.0,5.0,2021-01-24,0.0,,,,,,,,
3016,1,,0.4829,0.7815,318,998,595,180,135,287,2747,169.0,5.0,2021-01-24,175.0,0.0,,,,,,,
3017,1,,0.4829,0.7815,318,998,595,180,135,287,2747,169.0,5.0,2021-01-24,2600.0,155.0,0.0,,,,,,
3018,1,,0.4829,0.7815,318,998,595,180,135,287,2747,169.0,5.0,2021-01-24,2601.0,2184.0,143.0,0.0,,,,,
447,2,,0.5013,0.7877,263,1181,501,145,143,309,2764,184.0,8.0,2021-01-24,1.0,,,,,,,,
3019,2,,0.5013,0.7877,263,1181,501,145,143,309,2764,184.0,8.0,2021-01-24,397.0,1.0,,,,,,,
3020,2,,0.5013,0.7877,263,1181,501,145,143,309,2764,184.0,8.0,2021-01-24,2602.0,347.0,1.0,,,,,,
3021,2,,0.5013,0.7877,263,1181,501,145,143,309,2764,184.0,8.0,2021-01-24,2603.0,2185.0,317.0,1.0,,,,,
153,3,,0.4589,0.7381,397,1068,598,196,118,322,2778,193.0,18.0,2021-01-24,3.0,,,,,,,,
279,3,,0.4895,0.735,218,1235,718,197,119,430,2811,181.0,10.0,2021-01-24,2.0,,,,,,,,
3022,3,,0.4589,0.7381,397,1068,598,196,118,322,2778,193.0,18.0,2021-01-24,138.0,3.0,,,,,,,
3023,3,,0.4895,0.735,218,1235,718,197,119,430,2811,181.0,10.0,2021-01-24,249.0,2.0,,,,,,,
3024,3,,0.4589,0.7381,397,1068,598,196,118,322,2778,193.0,18.0,2021-01-24,2604.0,123.0,3.0,,,,,,
3025,3,,0.4895,0.735,218,1235,718,197,119,430,2811,181.0,10.0,2021-01-24,2605.0,219.0,2.0,,,,,,
3026,3,,0.4589,0.7381,397,1068,598,196,118,322,2778,193.0,18.0,2021-01-24,2606.0,2186.0,114.0,3.0,,,,,
3027,3,,0.4895,0.735,218,1235,718,197,119,430,2811,181.0,10.0,2021-01-24,2607.0,2187.0,201.0,2.0,,,,,
363,5,,0.4596,0.7779,327,1060,760,168,75,374,3122,188.0,5.0,2021-01-24,4.0,,,,,,,,
3028,5,,0.4596,0.7779,327,1060,760,168,75,374,3122,188.0,5.0,2021-01-24,323.0,4.0,,,,,,,
3029,5,,0.4596,0.7779,327,1060,760,168,75,374,3122,188.0,5.0,2021-01-24,2608.0,283.0,4.0,,,,,,
3030,5,,0.4596,0.7779,327,1060,760,168,75,374,3122,188.0,5.0,2021-01-24,2609.0,2188.0,259.0,4.0,,,,,
531,6,,0.4623,0.7909,305,985,606,173,85,422,2914,177.0,13.0,2021-01-24,5.0,,,,,,,,
3031,6,,0.4623,0.7909,305,985,606,173,85,422,2914,177.0,13.0,2021-01-24,471.0,5.0,,,,,,,
3032,6,,0.4623,0.7909,305,985,606,173,85,422,2914,177.0,13.0,2021-01-24,2610.0,411.0,5.0,,,,,,
3033,6,,0.4623,0.7909,305,985,606,173,85,422,2914,177.0,13.0,2021-01-24,2611.0,2189.0,375.0,5.0,,,,,
237,7,,0.4554,0.7452,327,1003,492,157,144,308,2869,182.0,9.0,2021-01-24,6.0,,,,,,,,
3034,7,,0.4554,0.7452,327,1003,492,157,144,308,2869,182.0,9.0,2021-01-24,212.0,6.0,,,,,,,
3035,7,,0.4554,0.7452,327,1003,492,157,144,308,2869,182.0,9.0,2021-01-24,2612.0,187.0,6.0,,,,,,
3036,7,,0.4554,0.7452,327,1003,492,157,144,308,2869,182.0,9.0,2021-01-24,2613.0,2190.0,172.0,6.0,,,,,
321,8,,0.4541,0.787,309,982,648,160,125,326,2742,182.0,13.0,2021-01-24,7.0,,,,,,,,
3037,8,,0.4541,0.787,309,982,648,160,125,326,2742,182.0,13.0,2021-01-24,286.0,7.0,,,,,,,
3038,8,,0.4541,0.787,309,982,648,160,125,326,2742,182.0,13.0,2021-01-24,2614.0,251.0,7.0,,,,,,
3039,8,,0.4541,0.787,309,982,648,160,125,326,2742,182.0,13.0,2021-01-24,2615.0,2191.0,230.0,7.0,,,,,
111,9,,0.4584,0.7807,237,1087,600,134,118,330,2597,171.0,10.0,2021-01-24,8.0,,,,,,,,
3040,9,,0.4584,0.7807,237,1087,600,134,118,330,2597,171.0,10.0,2021-01-24,101.0,8.0,,,,,,,
3041,9,,0.4584,0.7807,237,1087,600,134,118,330,2597,171.0,10.0,2021-01-24,2616.0,91.0,8.0,,,,,,
3042,9,,0.4584,0.7807,237,1087,600,134,118,330,2597,171.0,10.0,2021-01-24,2617.0,2192.0,85.0,8.0,,,,,
69,10,,0.4398,0.7736,282,1042,656,170,100,333,2526,180.0,5.0,2021-01-24,9.0,,,,,,,,
3043,10,,0.4398,0.7736,282,1042,656,170,100,333,2526,180.0,5.0,2021-01-24,64.0,9.0,,,,,,,
3044,10,,0.4398,0.7736,282,1042,656,170,100,333,2526,180.0,5.0,2021-01-24,2618.0,59.0,9.0,,,,,,
3045,10,,0.4398,0.7736,282,1042,656,170,100,333,2526,180.0,5.0,2021-01-24,2619.0,2193.0,56.0,9.0,,,,,
27,11,,0.4809,0.8045,223,903,598,143,93,319,2424,165.0,7.0,2021-01-24,10.0,,,,,,,,
3046,11,,0.4809,0.8045,223,903,598,143,93,319,2424,165.0,7.0,2021-01-24,27.0,10.0,,,,,,,
3047,11,,0.4809,0.8045,223,903,598,143,93,319,2424,165.0,7.0,2021-01-24,2620.0,27.0,10.0,,,,,,
3048,11,,0.4809,0.8045,223,903,598,143,93,319,2424,165.0,7.0,2021-01-24,2621.0,2194.0,27.0,10.0,,,,,
489,12,,0.4846,0.8087,219,814,529,117,89,281,2312,138.0,1.0,2021-01-24,11.0,,,,,,,,
3049,12,,0.4846,0.8087,219,814,529,117,89,281,2312,138.0,1.0,2021-01-24,434.0,11.0,,,,,,,
3050,12,,0.4846,0.8087,219,814,529,117,89,281,2312,138.0,1.0,2021-01-24,2622.0,379.0,11.0,,,,,,
3051,12,,0.4846,0.8087,219,814,529,117,89,281,2312,138.0,1.0,2021-01-24,2623.0,2195.0,346.0,11.0,,,,,
405,13,,0.4594,0.7842,232,820,544,155,102,282,2279,164.0,3.0,2021-01-24,12.0,,,,,,,,
3052,13,,0.4594,0.7842,232,820,544,155,102,282,2279,164.0,3.0,2021-01-24,360.0,12.0,,,,,,,
3053,13,,0.4594,0.7842,232,820,544,155,102,282,2279,164.0,3.0,2021-01-24,2624.0,315.0,12.0,,,,,,
3054,13,,0.4594,0.7842,232,820,544,155,102,282,2279,164.0,3.0,2021-01-24,2625.0,2196.0,288.0,12.0,,,,,
196,1,,0.4795,0.7815,331,1037,619,190,138,304,2859,175.0,5.0,2021-01-25,0.0,,,,,,,,
3055,1,,0.4795,0.7815,331,1037,619,190,138,304,2859,175.0,5.0,2021-01-25,176.0,0.0,,,,,,,
3056,1,,0.4795,0.7815,331,1037,619,190,138,304,2859,175.0,5.0,2021-01-25,2626.0,156.0,0.0,,,,,,
3057,1,,0.4795,0.7815,331,1037,619,190,138,304,2859,175.0,5.0,2021-01-25,2627.0,2197.0,144.0,0.0,,,,,
448,2,,0.5041,0.7893,278,1234,513,152,152,315,2915,192.0,8.0,2021-01-25,1.0,,,,,,,,
3058,2,,0.5041,0.7893,278,1234,513,152,152,315,2915,192.0,8.0,2021-01-25,398.0,1.0,,,,,,,
3059,2,,0.5041,0.7893,278,1234,513,152,152,315,2915,192.0,8.0,2021-01-25,2628.0,348.0,1.0,,,,,,
3060,2,,0.5041,0.7893,278,1234,513,152,152,315,2915,192.0,8.0,2021-01-25,2629.0,2198.0,318.0,1.0,,,,,
154,3,,0.461,0.7336,404,1105,620,206,119,333,2866,201.0,18.0,2021-01-25,2.0,,,,,,,,
3061,3,,0.461,0.7336,404,1105,620,206,119,333,2866,201.0,18.0,2021-01-25,139.0,2.0,,,,,,,
3062,3,,0.461,0.7336,404,1105,620,206,119,333,2866,201.0,18.0,2021-01-25,2630.0,124.0,2.0,,,,,,
3063,3,,0.461,0.7336,404,1105,620,206,119,333,2866,201.0,18.0,2021-01-25,2631.0,2199.0,115.0,2.0,,,,,
280,4,,0.4893,0.7358,228,1258,727,204,124,437,2886,187.0,10.0,2021-01-25,3.0,,,,,,,,
3064,4,,0.4893,0.7358,228,1258,727,204,124,437,2886,187.0,10.0,2021-01-25,250.0,3.0,,,,,,,
3065,4,,0.4893,0.7358,228,1258,727,204,124,437,2886,187.0,10.0,2021-01-25,2632.0,220.0,3.0,,,,,,
3066,4,,0.4893,0.7358,228,1258,727,204,124,437,2886,187.0,10.0,2021-01-25,2633.0,2200.0,202.0,3.0,,,,,
364,5,,0.4606,0.7832,339,1092,774,169,75,383,3200,192.0,5.0,2021-01-25,4.0,,,,,,,,
3067,5,,0.4606,0.7832,339,1092,774,169,75,383,3200,192.0,5.0,2021-01-25,324.0,4.0,,,,,,,
3068,5,,0.4606,0.7832,339,1092,774,169,75,383,3200,192.0,5.0,2021-01-25,2634.0,284.0,4.0,,,,,,
3069,5,,0.4606,0.7832,339,1092,774,169,75,383,3200,192.0,5.0,2021-01-25,2635.0,2201.0,260.0,4.0,,,,,
532,6,,0.4629,0.7909,307,996,615,175,85,424,2940,179.0,13.0,2021-01-25,5.0,,,,,,,,
3070,6,,0.4629,0.7909,307,996,615,175,85,424,2940,179.0,13.0,2021-01-25,472.0,5.0,,,,,,,
3071,6,,0.4629,0.7909,307,996,615,175,85,424,2940,179.0,13.0,2021-01-25,2636.0,412.0,5.0,,,,,,
3072,6,,0.4629,0.7909,307,996,615,175,85,424,2940,179.0,13.0,2021-01-25,2637.0,2202.0,376.0,5.0,,,,,
238,7,,0.4565,0.7433,332,1025,507,163,152,322,2932,186.0,9.0,2021-01-25,6.0,,,,,,,,
3073,7,,0.4565,0.7433,332,1025,507,163,152,322,2932,186.0,9.0,2021-01-25,213.0,6.0,,,,,,,
3074,7,,0.4565,0.7433,332,1025,507,163,152,322,2932,186.0,9.0,2021-01-25,2638.0,188.0,6.0,,,,,,
3075,7,,0.4565,0.7433,332,1025,507,163,152,322,2932,186.0,9.0,2021-01-25,2639.0,2203.0,173.0,6.0,,,,,
322,8,,0.4549,0.7861,316,1014,673,167,128,338,2812,188.0,13.0,2021-01-25,7.0,,,,,,,,
3076,8,,0.4549,0.7861,316,1014,673,167,128,338,2812,188.0,13.0,2021-01-25,287.0,7.0,,,,,,,
3077,8,,0.4549,0.7861,316,1014,673,167,128,338,2812,188.0,13.0,2021-01-25,2640.0,252.0,7.0,,,,,,
3078,8,,0.4549,0.7861,316,1014,673,167,128,338,2812,188.0,13.0,2021-01-25,2641.0,2204.0,231.0,7.0,,,,,
70,9,,0.4389,0.7734,284,1047,666,173,100,336,2543,182.0,5.0,2021-01-25,8.0,,,,,,,,
3079,9,,0.4389,0.7734,284,1047,666,173,100,336,2543,182.0,5.0,2021-01-25,65.0,8.0,,,,,,,
3080,9,,0.4389,0.7734,284,1047,666,173,100,336,2543,182.0,5.0,2021-01-25,2642.0,60.0,8.0,,,,,,
3081,9,,0.4389,0.7734,284,1047,666,173,100,336,2543,182.0,5.0,2021-01-25,2643.0,2205.0,57.0,8.0,,,,,
28,10,,0.4779,0.8058,229,923,616,147,94,331,2498,169.0,7.0,2021-01-25,9.0,,,,,,,,
406,10,,0.4624,0.7868,246,847,564,160,106,284,2385,170.0,3.0,2021-01-25,10.0,,,,,,,,
3082,10,,0.4779,0.8058,229,923,616,147,94,331,2498,169.0,7.0,2021-01-25,28.0,9.0,,,,,,,
3083,10,,0.4624,0.7868,246,847,564,160,106,284,2385,170.0,3.0,2021-01-25,361.0,10.0,,,,,,,
3084,10,,0.4779,0.8058,229,923,616,147,94,331,2498,169.0,7.0,2021-01-25,2644.0,28.0,9.0,,,,,,
3085,10,,0.4624,0.7868,246,847,564,160,106,284,2385,170.0,3.0,2021-01-25,2645.0,316.0,10.0,,,,,,
3086,10,,0.4779,0.8058,229,923,616,147,94,331,2498,169.0,7.0,2021-01-25,2646.0,2206.0,28.0,9.0,,,,,
3087,10,,0.4624,0.7868,246,847,564,160,106,284,2385,170.0,3.0,2021-01-25,2647.0,2207.0,289.0,10.0,,,,,
112,12,,0.4586,0.7813,242,1112,606,139,123,335,2659,177.0,10.0,2021-01-25,11.0,,,,,,,,
3088,12,,0.4586,0.7813,242,1112,606,139,123,335,2659,177.0,10.0,2021-01-25,102.0,11.0,,,,,,,
3089,12,,0.4586,0.7813,242,1112,606,139,123,335,2659,177.0,10.0,2021-01-25,2648.0,92.0,11.0,,,,,,
3090,12,,0.4586,0.7813,242,1112,606,139,123,335,2659,177.0,10.0,2021-01-25,2649.0,2208.0,86.0,11.0,,,,,
490,13,,0.4829,0.8156,227,843,545,119,90,296,2388,143.0,1.0,2021-01-25,12.0,,,,,,,,
3091,13,,0.4829,0.8156,227,843,545,119,90,296,2388,143.0,1.0,2021-01-25,435.0,12.0,,,,,,,
3092,13,,0.4829,0.8156,227,843,545,119,90,296,2388,143.0,1.0,2021-01-25,2650.0,380.0,12.0,,,,,,
3093,13,,0.4829,0.8156,227,843,545,119,90,296,2388,143.0,1.0,2021-01-25,2651.0,2209.0,347.0,12.0,,,,,
197,1,,0.4794,0.7762,348,1089,659,202,145,319,3013,184.0,5.0,2021-01-26,0.0,,,,,,,,
3094,1,,0.4794,0.7762,348,1089,659,202,145,319,3013,184.0,5.0,2021-01-26,177.0,0.0,,,,,,,
